station_id,name,lat,lon
213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725
19179944124,Hôpital Mondor,48.798922410229,2.4537451531298
17278902806,Rouget de L'isle - Watteau,48.778192750803,2.3963020229163
36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547
251039991,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796
85002689,Jourdan - Stade Charléty,48.819428333369,2.3433353751898
2515829865,Basilique,48.93626891059109,2.3588666820200914
516709288,Charonne - Robert et Sonia Delaunay,48.855907555969,2.3925706744194
120827885,Messine - Place Du Pérou,48.875448033960744,2.315508019010038
66491398,Le Brun - Gobelins,48.835092787824,2.3534681351338
37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985
210565680,Vaneau - Sèvres,48.848563233059,2.3204218259346
210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786
210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348
209063434,André Karman - République,48.91039875761846,2.3851355910301213
94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991
19331959862,Bas du Mont-Mesly,48.779035118572,2.4609763908985
43195240,Silly - Galliéni,48.835583838706,2.2325500845909
501862076,Place Nelson Mandela,48.862453313908,2.1961666225454
17486274358,Jean Rostand - Paul Vaillant Couturier,48.908168131015,2.4530601033354
210566542,Square Boucicaut,48.851296433665276,2.325061820447445
85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871
210397939,Thouin - Cardinal Lemoine,48.84504716661511,2.3494647851273465
82405965,Froment - Bréguet,48.8570414504784,2.37289470306807
213682736,Morillons - Dantzig,48.83310149953933,2.299380004405976
54000559,Jouffroy d'Abbans - Wagram,48.881973298352,2.301132157445
18795078746,Charcot - Benfleet,48.878370277021,2.440523876268
210405211,Beaux-Arts - Bonaparte,48.856451985396,2.3348518833518
16560752067,Bracion - Périphérique,48.826103771275,2.3004549373748
37815204,Mairie du 12ème,48.840855311763,2.3875549435616
128986726,Boétie - Ponthieu,48.871417284355,2.3076787590981
54000581,Croulebarde - Corvisart,48.830981659316855,2.3481646925210953
13105968,Le Brix et Mesmin - Jourdan,48.82234096593411,2.327861653302471
653208733,Romainville - Vaillant-Couturier,48.86785,2.446748
19331981332,Sarrazins - Saussure,48.769626617432,2.4717841148376
54000536,Saint-Fiacre - Poissonière,48.870828911558,2.3459213599563
129094535,Porte de Saint-Ouen - Bessières,48.89792240854517,2.32851451022192
54000612,Cambrai - Benjamin Constant,48.89594736851349,2.381133802246315
80101533,Chazelles - Courcelles ,48.879406604954,2.3034455627202988
17486876370,Moulin de Pierre - Abbé Grégoire,48.822036188382,2.2754641655975
599135701,Ramponeau - Belleville,48.871031137596,2.379056852114
102747146,Lagny - Victor Basch,48.84884147189881,2.426325418925233
2515403527,Saint-Cloud - Hippodrome,48.85772148887421,2.2549109905958176
653132534,Louis Lejeune - Barbès,48.81807418981508,2.3267009854316716
506455295,Général Martial Valin - Pont du Garigliano,48.83823094269141,2.270506024360657
1057149522,Rond-point du Dr Albert Schweitzer,48.78980918988166,2.3143940046429634
653197324,Théâtre des Amandiers - Palais des sports,48.892648526839,2.2136941552162
42950839,Serrurier,48.880493403246,2.398064173758
14813797734,Raspail Barbès,48.8529945,2.4247387
88230992,De Toqueville - Terrasse,48.882428,2.314002
499303158,Jules Guesde - Pont du Port à l'Anglais,48.79628807093802,2.417212128639221
27415302,Michel-Ange - Parent de Rosan,48.840579923690115,2.2584119439125065
27414512,Caire - Dussoubs,48.86785342111862,2.349364310503006
210580039,Tour d'Auvergne - Rodier,48.879161,2.343698
49474389,Artois - Berri,48.87393521240818,2.3064258322119713
128940135,Marceau - Chaillot,48.868834023334,2.2986030816809
35149611,Liard - Amiral Mouchez,48.8214169,2.342167
1057296253,Regnault - Patay,48.82435782216384,2.377065159380436
576188379,Vigée-Lebrun - Anselme Payen,48.838683941628375,2.3110422492027287
2515085147,Italie - Tolbiac,48.82557229464416,2.3576171323657036
129107656,Félix Ziem - Armand Gauthier,48.88949630486821,2.333393658804396
210574471,Abbeville - Faubourg Poissonnière,48.879223,2.349147
1057228658,Youri Gagarine - Karl Marx,48.78448485079149,2.35908430069685
230873471,Octave Feuillet - Albéric Magnard,48.86106902949534,2.2730283066630363
129164969,Place Jean-Spire-Lemaître,48.8468428626593,2.452062070369721
129004826,Bellefond - Poissonnière,48.87759897050706,2.348463758826256
518825709,Jean Oestreicher - Porte de Champerret,48.88655580065981,2.288640439510346
128930462,Square Louis XVI,48.87320440102894,2.323658830743138
54000565,Granges aux Belles,48.8761373390584,2.3680844979417
210586093,Dunkerque - Rocroy,48.880726,2.351464
369644630,Gare de l'Est - Faubourg-Saint-Martin,48.875642647477,2.3594588041306
214114469,Gare de Nogent-le-Perreux,48.83842553348809,2.493693307042122
55927887,Gabriel Lamé,48.8351212784276,2.385534569621086
323616530,Quai de l'Horloge - Pont Neuf,48.857058739111,2.3417982839439
72765603,Boulangers - Cardinal Lemoine,48.8462904,2.3521495
16659953198,Verger - Colonel Guichard,48.816376985087,2.2670380088932
35196898,Gare d'Austerlitz - Quai Saint-Bernard,48.84369030864,2.3657163977623
43255030,Pereire - Ternes,48.87973954830735,2.288012132048607
129025451,Douai - Bruxelles,48.88320784122797,2.3308449949028507
128920403,Gare Saint-Lazare - Isly,48.874777677621296,2.326515804784655
1062192012,Gare Rosny-Bois-Perrier,48.88115023337061,2.480436824262142
521393180,Porte Pouchet-Bessières,48.8978765,2.3230632
128887067,Ségur - d'Estrées,48.851419978983,2.3097044974566
7254,Gay Lussac - Saint-Jacques,48.844730256132,2.3419239448664
17486828694,Charlot - Stade Gabriel Voisin,48.827228120536,2.268122527474
128989986,Place Georges Guillaumin,48.874750203957,2.301771435326
39799329,Faubourg Montmartre - La Fayette,48.875254549053,2.3408536612988
210582921,Boudreau - Auber,48.87219,2.329423
102317064,Lamarck - Saint-Ouen,48.891334555236,2.3272445342326
208795867,Ambroise Rendu - Porte Brunet,48.883667,2.395733
82567101,Château - République,48.862923800596,2.4155035614967
457813746,Henri Barbusse - Stalingrad,48.814183748660554,2.2872862592339516
50191171,Thionville - Ourcq,48.88917613743794,2.3833653330802917
129014600,Rossini - Laffitte,48.87334627510507,2.337980867701675
3906153622,Argenteuil - Voltaire,48.91864865955558,2.2814112156629562
129087587,Legendre - Clichy,48.88896161855884,2.322528975094376
213693511,Quai de la Seine,48.884492238407525,2.3703941702842717
82379648,Lisbonne - Monceau,48.87745567681383,2.309694221419506
66491397,Gare de Lyon - Place Louis Armand,48.845515089794,2.3726498446286
2515995748,Pesaro - Préfecture,48.89577046284005,2.223908342421055
27363162,Ranelagh - Mozart,48.8554439,2.2704418
129021753,Moncey - Blanche,48.88006587474148,2.3310810327529907
210740080,Gare du Nord - Hôpital Lariboisière,48.881949,2.352339
3906094706,Redoute - Les Courtilles,48.929867194519,2.2836696356535
80216231,Belidor - Gouvion-Saint-Cyr,48.88022154052015,2.2854680567979813
336511521,Place de Rhin et Danube,48.88192765861766,2.392586767673493
82562556,Exelmans - Versailles,48.84097491091973,2.264390252530575
129048000,Saint-Maur - Roquette,48.858688774062955,2.383553994571467
1062250686,11 Novembre 1918 - 8 Mai 1945,48.80889533774377,2.5382421165704727
129043651,Roquette - Thiéré,48.85507930579506,2.3733686318721463
27363489,Claude Decaen - Cannebière,48.83761417037952,2.397253782195704
39296638,Berri - Haussmann,48.874746047357135,2.3082953318953514
813544903,Amelot - Saint-Sébastien,48.861142162761,2.3677996181077
205938683,Delphine Seyrig - Général Leclerc,48.893923963057865,2.39790290594101
210399835,Panthéon - Valette,48.847020571652,2.3464982619671
128882438,Institut du Monde Arabe - Saint-Germain,48.849063299501,2.3558086529374
230877798,Chartres - La Charbonnière,48.8847601,2.3534657
102324803,Pyrénées - Emmery,48.872010281270974,2.392039597034455
101763163,Desaix - Edgar Faure,48.852804604940296,2.293077029857222
126050442,Pereire - Rennequin,48.88364782887555,2.2952447086572647
27414578,Notre-Dame-des-Champs - Stanislas,48.84479928858768,2.329337755887181
54000569,Saint-Ambroise - Parmentier,48.862147844548,2.3772348091006
508042092,Pyramide - Ecole du Breuil ,48.82237977153955,2.4586871266365056
42603855,Liège - Moscou,48.8795431,2.3264628
818302209,Mairie de Montreuil,48.86131452758348,2.440614402294159
1057392676,Rouget de Lisle,48.764615483395254,2.4071189761161804
129034587,Récollets - Square Villemin,48.875034655883944,2.359801238597928
261987383,Place Du Général De Gaulle,48.8687591,2.4329931
314829539,Charles de Gaulle - Beauté,48.83649602312711,2.479562651149885
1057324291,Cimetière de Montrouge,48.821466904768,2.3215785772007
583539396,Anatole France - President Roosevelt,48.9155156,2.3814103
101753100,Henry Farman,48.83372430280548,2.2713854536414146
81081358,Pajol - Place Herbert,48.8927825,2.3635598
209057581,Gabriel Péri - Francisco Ferrer,48.88633710236977,2.407338917255402
3906335682,Roger Salengro - Fontainebleau,48.814548697325,2.3611663654447
586539770,Marne - Germain Dardan,48.81217465201,2.3035024699104
597245295,Concorde - Stalingrad,48.7985844,2.3821302
235513935,Carducci - Place Hannah Arendt,48.877436681515796,2.3860743641853337
102309973,Cimetière de Montmartre,48.886472466142,2.3328901827335
532054446,Richard Lenoir - Republique,48.8667175,2.3692541
535500589,Hôpital Européen Georges Pompidou,48.837695319163,2.2753742337227
265464297,Schoelcher - Raspail,48.83681733526843,2.3312794080411474
66491385,Fontenay - Libération,48.847803063647,2.4451419711113
